date,bike_model,price,quantity_sold,extended_sales
2023-05-22,Urban Rider,350,14,4900
2023-05-22,City Cruiser,400,36,14400
2023-05-22,Mountain Trail Pro,1250,8,10000
2023-05-22,Gravel Explorer,2200,12,26400
2023-05-22,Roadster GT,2900,6,17400
2023-05-22,Carbon Storm,5000,4,20000
2023-05-22,Titanium Falcon,7500,3,22500
2023-05-22,Speedster Elite,9900,5,49500
2023-05-23,Commuter Swift,495,20,9900
2023-05-23,Urban Rider,350,16,5600
2023-05-23,City Cruiser,400,31,12400
2023-05-23,Mountain Trail Pro,1250,6,7500
2023-05-23,Gravel Explorer,2200,12,26400
2023-05-23,Roadster GT,2900,5,14500
2023-05-23,Carbon Storm,5000,2,10000
2023-05-23,Titanium Falcon,7500,4,30000
2023-05-23,Speedster Elite,9900,3,29700
2023-05-24,Commuter Swift,495,21,10395
2023-05-24,Urban Rider,350,14,4900
2023-05-24,City Cruiser,400,30,12000
2023-05-24,Mountain Trail Pro,1250,6,7500
2023-05-24,Gravel Explorer,2200,12,26400
2023-05-24,Roadster GT,2900,11,31900
2023-05-24,Carbon Storm,5000,4,20000
2023-05-24,Titanium Falcon,7500,4,30000
2023-05-24,Speedster Elite,9900,4,39600
2023-05-25,Commuter Swift,495,14,6930
2023-05-25,Urban Rider,350,18,6300
2023-05-25,City Cruiser,400,40,16000
2023-05-25,Mountain Trail Pro,1250,6,7500
2023-05-25,Gravel Explorer,2200,10,22000
2023-05-25,Roadster GT,2900,11,31900
2023-05-25,Carbon Storm,5000,2,10000
2023-05-25,Titanium Falcon,7500,3,22500
2023-05-25,Speedster Elite,9900,5,49500
2023-05-26,Commuter Swift,495,16,7920
2023-05-26,Urban Rider,350,20,7000
2023-05-26,City Cruiser,400,32,12800
2023-05-26,Mountain Trail Pro,1250,7,8750
2023-05-26,Gravel Explorer,2200,14,30800
2023-05-26,Roadster GT,2900,9,26100
2023-05-26,Carbon Storm,5000,4,20000
2023-05-26,Titanium Falcon,7500,3,22500
2023-05-26,Speedster Elite,9900,3,29700
2023-05-27,Commuter Swift,495,15,7425
2023-05-27,Urban Rider,350,16,5600
2023-05-27,City Cruiser,400,39,15600
2023-05-27,Mountain Trail Pro,1250,9,11250
2023-05-27,Gravel Explorer,2200,9,19800
2023-05-27,Roadster GT,2900,10,29000
2023-05-27,Carbon Storm,5000,3,15000
2023-05-27,Titanium Falcon,7500,4,30000
2023-05-27,Speedster Elite,9900,4,39600
2023-05-28,Commuter Swift,495,20,9900
2023-05-28,Urban Rider,350,13,4550
2023-05-28,City Cruiser,400,36,14400
2023-05-28,Mountain Trail Pro,1250,7,8750
2023-05-28,Gravel Explorer,2200,11,24200
2023-05-28,Roadster GT,2900,7,20300
2023-05-28,Carbon Storm,5000,2,10000
2023-05-28,Titanium Falcon,7500,2,15000
2023-05-28,Speedster Elite,9900,4,39600
2023-05-29,Commuter Swift,495,17,8415
2023-05-29,Urban Rider,350,20,7000
2023-05-29,City Cruiser,400,34,13600
2023-05-29,Mountain Trail Pro,1250,10,12500
2023-05-29,Gravel Explorer,2200,12,26400
2023-05-29,Roadster GT,2900,9,26100
2023-05-29,Carbon Storm,5000,3,15000
2023-05-29,Titanium Falcon,7500,4,30000
2023-05-29,Speedster Elite,9900,3,29700
2023-05-30,Commuter Swift,495,17,8415
2023-05-30,Urban Rider,350,11,3850
2023-05-30,City Cruiser,400,40,16000
2023-05-30,Mountain Trail Pro,1250,11,13750
2023-05-30,Gravel Explorer,2200,10,22000
2023-05-30,Roadster GT,2900,10,29000
2023-05-30,Carbon Storm,5000,4,20000
2023-05-30,Titanium Falcon,7500,4,30000
2023-05-30,Speedster Elite,9900,4,39600
2023-05-31,Commuter Swift,495,22,10890
2023-05-31,Urban Rider,350,13,4550
2023-05-31,City Cruiser,400,40,16000
2023-05-31,Mountain Trail Pro,1250,7,8750
2023-05-31,Gravel Explorer,2200,9,19800
2023-05-31,Roadster GT,2900,6,17400
2023-05-31,Carbon Storm,5000,2,10000
2023-05-31,Titanium Falcon,7500,2,15000
2023-05-31,Speedster Elite,9900,5,49500
2023-06-01,Commuter Swift,495,13,6435
2023-06-01,Urban Rider,350,17,5950
2023-06-01,City Cruiser,400,34,13600
2023-06-01,Mountain Trail Pro,1250,9,11250
2023-06-01,Gravel Explorer,2200,12,26400
2023-06-01,Roadster GT,2900,9,26100
2023-06-01,Carbon Storm,5000,3,15000
2023-06-01,Titanium Falcon,7500,3,22500
2023-06-01,Speedster Elite,9900,6,59400
2023-06-02,Commuter Swift,495,22,10890
2023-06-02,Urban Rider,350,19,6650
2023-06-02,City Cruiser,400,42,16800
2023-06-02,Mountain Trail Pro,1250,6,7500
2023-06-02,Gravel Explorer,2200,12,26400
2023-06-02,Roadster GT,2900,7,20300
2023-06-02,Carbon Storm,5000,2,10000
2023-06-02,Titanium Falcon,7500,3,22500
2023-06-02,Speedster Elite,9900,5,49500
2023-06-03,Commuter Swift,495,16,7920
2023-06-03,Urban Rider,350,20,7000
2023-06-03,City Cruiser,400,41,16400
2023-06-03,Mountain Trail Pro,1250,9,11250
2023-06-03,Gravel Explorer,2200,14,30800
2023-06-03,Roadster GT,2900,8,23200
2023-06-03,Carbon Storm,5000,3,15000
2023-06-03,Titanium Falcon,7500,2,15000
2023-06-03,Speedster Elite,9900,6,59400
2023-06-04,Commuter Swift,495,22,10890
2023-06-04,Urban Rider,350,14,4900
2023-06-04,City Cruiser,400,41,16400
2023-06-04,Mountain Trail Pro,1250,9,11250
2023-06-04,Gravel Explorer,2200,12,26400
2023-06-04,Roadster GT,2900,6,17400
2023-06-04,Carbon Storm,5000,4,20000
2023-06-04,Titanium Falcon,7500,5,37500
2023-06-04,Speedster Elite,9900,4,39600
2023-06-05,Commuter Swift,495,17,8415
2023-06-05,Urban Rider,350,16,5600
2023-06-05,City Cruiser,400,37,14800
2023-06-05,Mountain Trail Pro,1250,9,11250
2023-06-05,Gravel Explorer,2200,13,28600
2023-06-05,Roadster GT,2900,9,26100
2023-06-05,Carbon Storm,5000,3,15000
2023-06-05,Titanium Falcon,7500,4,30000
2023-06-05,Speedster Elite,9900,6,59400
2023-06-06,Commuter Swift,495,22,10890
2023-06-06,Urban Rider,350,19,6650
2023-06-06,City Cruiser,400,44,17600
2023-06-06,Mountain Trail Pro,1250,11,13750
2023-06-06,Gravel Explorer,2200,14,30800
2023-06-06,Roadster GT,2900,11,31900
2023-06-06,Carbon Storm,5000,3,15000
2023-06-06,Titanium Falcon,7500,4,30000
2023-06-06,Speedster Elite,9900,5,49500
2023-06-07,Commuter Swift,495,15,7425
2023-06-07,Urban Rider,350,18,6300
2023-06-07,City Cruiser,400,41,16400
2023-06-07,Mountain Trail Pro,1250,8,10000
2023-06-07,Gravel Explorer,2200,12,26400
2023-06-07,Roadster GT,2900,6,17400
2023-06-07,Carbon Storm,5000,3,15000
2023-06-07,Titanium Falcon,7500,5,37500
2023-06-07,Speedster Elite,9900,6,59400
2023-06-08,Commuter Swift,495,21,10395
2023-06-08,Urban Rider,350,20,7000
2023-06-08,City Cruiser,400,41,16400
2023-06-08,Mountain Trail Pro,1250,8,10000
2023-06-08,Gravel Explorer,2200,13,28600
2023-06-08,Roadster GT,2900,11,31900
2023-06-08,Carbon Storm,5000,4,20000
2023-06-08,Titanium Falcon,7500,5,37500
2023-06-08,Speedster Elite,9900,4,39600
2023-06-09,Commuter Swift,495,17,8415
2023-06-09,Urban Rider,350,21,7350
2023-06-09,City Cruiser,400,38,15200
2023-06-09,Mountain Trail Pro,1250,7,8750
2023-06-09,Gravel Explorer,2200,13,28600
2023-06-09,Roadster GT,2900,11,31900
2023-06-09,Carbon Storm,5000,5,25000
2023-06-09,Titanium Falcon,7500,4,30000
2023-06-09,Speedster Elite,9900,5,49500
2023-06-10,Commuter Swift,495,17,8415
2023-06-10,Urban Rider,350,16,5600
2023-06-10,City Cruiser,400,43,17200
2023-06-10,Mountain Trail Pro,1250,12,15000
2023-06-10,Gravel Explorer,2200,11,24200
2023-06-10,Roadster GT,2900,8,23200
2023-06-10,Carbon Storm,5000,4,20000
2023-06-10,Titanium Falcon,7500,5,37500
2023-06-10,Speedster Elite,9900,4,39600
2023-06-11,Commuter Swift,495,24,11880
2023-06-11,Urban Rider,350,19,6650
2023-06-11,City Cruiser,400,41,16400
2023-06-11,Mountain Trail Pro,1250,7,8750
2023-06-11,Gravel Explorer,2200,14,30800
2023-06-11,Roadster GT,2900,7,20300
2023-06-11,Carbon Storm,5000,4,20000
2023-06-11,Titanium Falcon,7500,5,37500
2023-06-11,Speedster Elite,9900,6,59400
2023-06-12,Commuter Swift,495,22,10890
2023-06-12,Urban Rider,350,12,4200
2023-06-12,City Cruiser,400,40,16000
2023-06-12,Mountain Trail Pro,1250,11,13750
2023-06-12,Gravel Explorer,2200,12,26400
2023-06-12,Roadster GT,2900,8,23200
2023-06-12,Carbon Storm,5000,4,20000
2023-06-12,Titanium Falcon,7500,3,22500
2023-06-12,Speedster Elite,9900,4,39600
2023-06-13,Commuter Swift,495,16,7920
2023-06-13,Urban Rider,350,18,6300
2023-06-13,City Cruiser,400,42,16800
2023-06-13,Mountain Trail Pro,1250,9,11250
2023-06-13,Gravel Explorer,2200,11,24200
2023-06-13,Roadster GT,2900,8,23200
2023-06-13,Carbon Storm,5000,3,15000
2023-06-13,Titanium Falcon,7500,4,30000
2023-06-13,Speedster Elite,9900,4,39600
2023-06-14,Commuter Swift,495,15,7425
2023-06-14,Urban Rider,350,14,4900
2023-06-14,City Cruiser,400,38,15200
2023-06-14,Mountain Trail Pro,1250,11,13750
2023-06-14,Gravel Explorer,2200,16,35200
2023-06-14,Roadster GT,2900,8,23200
2023-06-14,Carbon Storm,5000,5,25000
2023-06-14,Titanium Falcon,7500,4,30000
2023-06-14,Speedster Elite,9900,6,59400
2023-06-15,Commuter Swift,495,24,11880
2023-06-15,Urban Rider,350,20,7000
2023-06-15,City Cruiser,400,39,15600
2023-06-15,Mountain Trail Pro,1250,12,15000
2023-06-15,Gravel Explorer,2200,16,35200
2023-06-15,Roadster GT,2900,9,26100
2023-06-15,Carbon Storm,5000,4,20000
2023-06-15,Titanium Falcon,7500,5,37500
2023-06-15,Speedster Elite,9900,6,59400
2023-06-16,Commuter Swift,495,24,11880
2023-06-16,Urban Rider,350,14,4900
2023-06-16,City Cruiser,400,40,16000
2023-06-16,Mountain Trail Pro,1250,8,10000
2023-06-16,Gravel Explorer,2200,12,26400
2023-06-16,Roadster GT,2900,7,20300
2023-06-16,Carbon Storm,5000,4,20000
2023-06-16,Titanium Falcon,7500,4,30000
2023-06-16,Speedster Elite,9900,5,49500
2023-06-17,Commuter Swift,495,24,11880
2023-06-17,Urban Rider,350,19,6650
2023-06-17,City Cruiser,400,44,17600
2023-06-17,Mountain Trail Pro,1250,11,13750
2023-06-17,Gravel Explorer,2200,11,24200
2023-06-17,Roadster GT,2900,7,20300
2023-06-17,Carbon Storm,5000,3,15000
2023-06-17,Titanium Falcon,7500,5,37500
2023-06-17,Speedster Elite,9900,5,49500
2023-06-18,Commuter Swift,495,16,7920
2023-06-18,Urban Rider,350,21,7350
2023-06-18,City Cruiser,400,47,18800
2023-06-18,Mountain Trail Pro,1250,8,10000
2023-06-18,Gravel Explorer,2200,12,26400
2023-06-18,Roadster GT,2900,7,20300
2023-06-18,Carbon Storm,5000,5,25000
2023-06-18,Titanium Falcon,7500,4,30000
2023-06-18,Speedster Elite,9900,5,49500
2023-06-19,Commuter Swift,495,16,7920
2023-06-19,Urban Rider,350,14,4900
2023-06-19,City Cruiser,400,43,17200
2023-06-19,Mountain Trail Pro,1250,9,11250
2023-06-19,Gravel Explorer,2200,15,33000
2023-06-19,Roadster GT,2900,10,29000
2023-06-19,Carbon Storm,5000,4,20000
2023-06-19,Titanium Falcon,7500,5,37500
2023-06-19,Speedster Elite,9900,5,49500
2023-06-20,Commuter Swift,495,18,8910
2023-06-20,Urban Rider,350,21,7350
2023-06-20,City Cruiser,400,48,19200
2023-06-20,Mountain Trail Pro,1250,10,12500
2023-06-20,Gravel Explorer,2200,13,28600
2023-06-20,Roadster GT,2900,10,29000
2023-06-20,Carbon Storm,5000,3,15000
2023-06-20,Titanium Falcon,7500,3,22500
2023-06-20,Speedster Elite,9900,4,39600
2023-06-21,Commuter Swift,495,16,7920
2023-06-21,Urban Rider,350,14,4900
2023-06-21,City Cruiser,400,45,18000
2023-06-21,Mountain Trail Pro,1250,12,15000
2023-06-21,Gravel Explorer,2200,16,35200
2023-06-21,Roadster GT,2900,7,20300
2023-06-21,Carbon Storm,5000,3,15000
2023-06-21,Titanium Falcon,7500,5,37500
2023-06-21,Speedster Elite,9900,4,39600
2023-06-22,Commuter Swift,495,22,10890
2023-06-22,Urban Rider,350,16,5600
2023-06-22,City Cruiser,400,45,18000
2023-06-22,Mountain Trail Pro,1250,9,11250
2023-06-22,Gravel Explorer,2200,17,37400
2023-06-22,Roadster GT,2900,8,23200
2023-06-22,Carbon Storm,5000,5,25000
2023-06-22,Titanium Falcon,7500,4,30000
2023-06-22,Speedster Elite,9900,4,39600
2023-06-23,Commuter Swift,495,23,11385
2023-06-23,Urban Rider,350,18,6300
2023-06-23,City Cruiser,400,43,17200
2023-06-23,Mountain Trail Pro,1250,8,10000
2023-06-23,Gravel Explorer,2200,16,35200
2023-06-23,Roadster GT,2900,12,34800
2023-06-23,Carbon Storm,5000,4,20000
2023-06-23,Titanium Falcon,7500,3,22500
2023-06-23,Speedster Elite,9900,6,59400
2023-06-24,Commuter Swift,495,19,9405
2023-06-24,Urban Rider,350,14,4900
2023-06-24,City Cruiser,400,49,19600
2023-06-24,Mountain Trail Pro,1250,9,11250
2023-06-24,Gravel Explorer,2200,13,28600
2023-06-24,Roadster GT,2900,7,20300
2023-06-24,Carbon Storm,5000,5,25000
2023-06-24,Titanium Falcon,7500,3,22500
2023-06-24,Speedster Elite,9900,5,49500
2023-06-25,Commuter Swift,495,24,11880
2023-06-25,Urban Rider,350,18,6300
2023-06-25,City Cruiser,400,45,18000
2023-06-25,Mountain Trail Pro,1250,8,10000
2023-06-25,Gravel Explorer,2200,14,30800
2023-06-25,Roadster GT,2900,10,29000
2023-06-25,Carbon Storm,5000,4,20000
2023-06-25,Titanium Falcon,7500,3,22500
2023-06-25,Speedster Elite,9900,5,49500
2023-06-26,Commuter Swift,495,18,8910
2023-06-26,Urban Rider,350,18,6300
2023-06-26,City Cruiser,400,45,18000
2023-06-26,Mountain Trail Pro,1250,8,10000
2023-06-26,Gravel Explorer,2200,16,35200
2023-06-26,Roadster GT,2900,10,29000
2023-06-26,Carbon Storm,5000,5,25000
2023-06-26,Titanium Falcon,7500,3,22500
2023-06-26,Speedster Elite,9900,5,49500
2023-06-27,Commuter Swift,495,25,12375
2023-06-27,Urban Rider,350,14,4900
2023-06-27,City Cruiser,400,52,20800
2023-06-27,Mountain Trail Pro,1250,13,16250
2023-06-27,Gravel Explorer,2200,18,39600
2023-06-27,Roadster GT,2900,8,23200
2023-06-27,Carbon Storm,5000,4,20000
2023-06-27,Titanium Falcon,7500,4,30000
2023-06-27,Speedster Elite,9900,5,49500
2023-06-28,Commuter Swift,495,27,13365
2023-06-28,Urban Rider,350,18,6300
2023-06-28,City Cruiser,400,44,17600
2023-06-28,Mountain Trail Pro,1250,9,11250
2023-06-28,Gravel Explorer,2200,14,30800
2023-06-28,Roadster GT,2900,8,23200
2023-06-28,Carbon Storm,5000,3,15000
2023-06-28,Titanium Falcon,7500,3,22500
2023-06-28,Speedster Elite,9900,5,49500
2023-06-29,Commuter Swift,495,24,11880
2023-06-29,Urban Rider,350,16,5600
2023-06-29,City Cruiser,400,45,18000
2023-06-29,Mountain Trail Pro,1250,13,16250
2023-06-29,Gravel Explorer,2200,15,33000
2023-06-29,Roadster GT,2900,12,34800
2023-06-29,Carbon Storm,5000,3,15000
2023-06-29,Titanium Falcon,7500,5,37500
2023-06-29,Speedster Elite,9900,7,69300
2023-06-30,Commuter Swift,495,24,11880
2023-06-30,Urban Rider,350,19,6650
2023-06-30,City Cruiser,400,49,19600
2023-06-30,Mountain Trail Pro,1250,10,12500
2023-06-30,Gravel Explorer,2200,15,33000
2023-06-30,Roadster GT,2900,11,31900
2023-06-30,Carbon Storm,5000,4,20000
2023-06-30,Titanium Falcon,7500,4,30000
2023-06-30,Speedster Elite,9900,7,69300
2023-07-01,Commuter Swift,495,18,8910
2023-07-01,Urban Rider,350,20,7000
2023-07-01,City Cruiser,400,48,19200
2023-07-01,Mountain Trail Pro,1250,10,12500
2023-07-01,Gravel Explorer,2200,15,33000
2023-07-01,Roadster GT,2900,12,34800
2023-07-01,Carbon Storm,5000,5,25000
2023-07-01,Titanium Falcon,7500,4,30000
2023-07-01,Speedster Elite,9900,7,69300
2023-07-02,Commuter Swift,495,23,11385
2023-07-02,Urban Rider,350,21,7350
2023-07-02,City Cruiser,400,49,19600
2023-07-02,Mountain Trail Pro,1250,10,12500
2023-07-02,Gravel Explorer,2200,13,28600
2023-07-02,Roadster GT,2900,12,34800
2023-07-02,Carbon Storm,5000,3,15000
2023-07-02,Titanium Falcon,7500,4,30000
2023-07-02,Speedster Elite,9900,7,69300
2023-07-03,Commuter Swift,495,19,9405
2023-07-03,Urban Rider,350,16,5600
2023-07-03,City Cruiser,400,51,20400
2023-07-03,Mountain Trail Pro,1250,8,10000
2023-07-03,Gravel Explorer,2200,14,30800
2023-07-03,Roadster GT,2900,13,37700
2023-07-03,Carbon Storm,5000,3,15000
2023-07-03,Titanium Falcon,7500,4,30000
2023-07-03,Speedster Elite,9900,5,49500
2023-07-04,Commuter Swift,495,26,12870
2023-07-04,Urban Rider,350,19,6650
2023-07-04,City Cruiser,400,50,20000
2023-07-04,Mountain Trail Pro,1250,9,11250
2023-07-04,Gravel Explorer,2200,13,28600
2023-07-04,Roadster GT,2900,11,31900
2023-07-04,Carbon Storm,5000,4,20000
2023-07-04,Titanium Falcon,7500,4,30000
2023-07-04,Speedster Elite,9900,6,59400
2023-07-05,Commuter Swift,495,25,12375
2023-07-05,Urban Rider,350,18,6300
2023-07-05,City Cruiser,400,48,19200
2023-07-05,Mountain Trail Pro,1250,12,15000
2023-07-05,Gravel Explorer,2200,15,33000
2023-07-05,Roadster GT,2900,9,26100
2023-07-05,Carbon Storm,5000,5,25000
2023-07-05,Titanium Falcon,7500,4,30000
2023-07-05,Speedster Elite,9900,5,49500
2023-07-06,Commuter Swift,495,19,9405
2023-07-06,Urban Rider,350,24,8400
2023-07-06,City Cruiser,400,53,21200
2023-07-06,Mountain Trail Pro,1250,9,11250
2023-07-06,Gravel Explorer,2200,14,30800
2023-07-06,Roadster GT,2900,9,26100
2023-07-06,Carbon Storm,5000,4,20000
2023-07-06,Titanium Falcon,7500,4,30000
2023-07-06,Speedster Elite,9900,6,59400
2023-07-07,Commuter Swift,495,24,11880
2023-07-07,Urban Rider,350,17,5950
2023-07-07,City Cruiser,400,49,19600
2023-07-07,Mountain Trail Pro,1250,9,11250
2023-07-07,Gravel Explorer,2200,14,30800
2023-07-07,Roadster GT,2900,11,31900
2023-07-07,Carbon Storm,5000,5,25000
2023-07-07,Titanium Falcon,7500,5,37500
2023-07-07,Speedster Elite,9900,6,59400
2023-07-08,Commuter Swift,495,28,13860
2023-07-08,Urban Rider,350,23,8050
2023-07-08,City Cruiser,400,52,20800
2023-07-08,Mountain Trail Pro,1250,12,15000
2023-07-08,Gravel Explorer,2200,14,30800
2023-07-08,Roadster GT,2900,13,37700
2023-07-08,Carbon Storm,5000,3,15000
2023-07-08,Titanium Falcon,7500,5,37500
2023-07-08,Speedster Elite,9900,7,69300
2023-07-09,Commuter Swift,495,22,10890
2023-07-09,Urban Rider,350,21,7350
2023-07-09,City Cruiser,400,56,22400
2023-07-09,Mountain Trail Pro,1250,14,17500
2023-07-09,Gravel Explorer,2200,14,30800
2023-07-09,Roadster GT,2900,10,29000
2023-07-09,Carbon Storm,5000,3,15000
2023-07-09,Titanium Falcon,7500,4,30000
2023-07-09,Speedster Elite,9900,5,49500
2023-07-10,Commuter Swift,495,25,12375
2023-07-10,Urban Rider,350,24,8400
2023-07-10,City Cruiser,400,58,23200
2023-07-10,Mountain Trail Pro,1250,12,15000
2023-07-10,Gravel Explorer,2200,19,41800
2023-07-10,Roadster GT,2900,13,37700
2023-07-10,Carbon Storm,5000,3,15000
2023-07-10,Titanium Falcon,7500,5,37500
2023-07-10,Speedster Elite,9900,7,69300
2023-07-11,Commuter Swift,495,27,13365
2023-07-11,Urban Rider,350,17,5950
2023-07-11,City Cruiser,400,56,22400
2023-07-11,Mountain Trail Pro,1250,13,16250
2023-07-11,Gravel Explorer,2200,15,33000
2023-07-11,Roadster GT,2900,14,40600
2023-07-11,Carbon Storm,5000,4,20000
2023-07-11,Titanium Falcon,7500,6,45000
2023-07-11,Speedster Elite,9900,5,49500
2023-07-12,Commuter Swift,495,20,9900
2023-07-12,Urban Rider,350,23,8050
2023-07-12,City Cruiser,400,59,23600
2023-07-12,Mountain Trail Pro,1250,12,15000
2023-07-12,Gravel Explorer,2200,14,30800
2023-07-12,Roadster GT,2900,14,40600
2023-07-12,Carbon Storm,5000,3,15000
2023-07-12,Titanium Falcon,7500,4,30000
2023-07-12,Speedster Elite,9900,6,59400
2023-07-13,Commuter Swift,495,22,10890
2023-07-13,Urban Rider,350,21,7350
2023-07-13,City Cruiser,400,52,20800
2023-07-13,Mountain Trail Pro,1250,12,15000
2023-07-13,Gravel Explorer,2200,16,35200
2023-07-13,Roadster GT,2900,14,40600
2023-07-13,Carbon Storm,5000,3,15000
2023-07-13,Titanium Falcon,7500,6,45000
2023-07-13,Speedster Elite,9900,6,59400
2023-07-14,Commuter Swift,495,28,13860
2023-07-14,Urban Rider,350,17,5950
2023-07-14,City Cruiser,400,56,22400
2023-07-14,Mountain Trail Pro,1250,11,13750
2023-07-14,Gravel Explorer,2200,15,33000
2023-07-14,Roadster GT,2900,13,37700
2023-07-14,Carbon Storm,5000,4,20000
2023-07-14,Titanium Falcon,7500,4,30000
2023-07-14,Speedster Elite,9900,6,59400
2023-07-15,Commuter Swift,495,26,12870
2023-07-15,Urban Rider,350,19,6650
2023-07-15,City Cruiser,400,56,22400
2023-07-15,Mountain Trail Pro,1250,14,17500
2023-07-15,Gravel Explorer,2200,20,44000
2023-07-15,Roadster GT,2900,9,26100
2023-07-15,Carbon Storm,5000,5,25000
2023-07-15,Titanium Falcon,7500,5,37500
2023-07-15,Speedster Elite,9900,6,59400
2023-07-16,Commuter Swift,495,30,14850
2023-07-16,Urban Rider,350,26,9100
2023-07-16,City Cruiser,400,59,23600
2023-07-16,Mountain Trail Pro,1250,10,12500
2023-07-16,Gravel Explorer,2200,15,33000
2023-07-16,Roadster GT,2900,14,40600
2023-07-16,Carbon Storm,5000,4,20000
2023-07-16,Titanium Falcon,7500,4,30000
2023-07-16,Speedster Elite,9900,7,69300
2023-07-17,Commuter Swift,495,28,13860
2023-07-17,Urban Rider,350,21,7350
2023-07-17,City Cruiser,400,60,24000
2023-07-17,Mountain Trail Pro,1250,13,16250
2023-07-17,Gravel Explorer,2200,17,37400
2023-07-17,Roadster GT,2900,9,26100
2023-07-17,Carbon Storm,5000,6,30000
2023-07-17,Titanium Falcon,7500,5,37500
2023-07-17,Speedster Elite,9900,8,79200
2023-07-18,Commuter Swift,495,22,10890
2023-07-18,Urban Rider,350,19,6650
2023-07-18,City Cruiser,400,59,23600
2023-07-18,Mountain Trail Pro,1250,10,12500
2023-07-18,Gravel Explorer,2200,17,37400
2023-07-18,Roadster GT,2900,9,26100
2023-07-18,Carbon Storm,5000,6,30000
2023-07-18,Titanium Falcon,7500,5,37500
2023-07-18,Speedster Elite,9900,7,69300
2023-07-19,Commuter Swift,495,22,10890
2023-07-19,Urban Rider,350,26,9100
2023-07-19,City Cruiser,400,63,25200
2023-07-19,Mountain Trail Pro,1250,10,12500
2023-07-19,Gravel Explorer,2200,20,44000
2023-07-19,Roadster GT,2900,13,37700
2023-07-19,Carbon Storm,5000,5,25000
2023-07-19,Titanium Falcon,7500,5,37500
2023-07-19,Speedster Elite,9900,6,59400
2023-07-20,Commuter Swift,495,29,14355
2023-07-20,Urban Rider,350,25,8750
2023-07-20,City Cruiser,400,62,24800
2023-07-20,Mountain Trail Pro,1250,12,15000
2023-07-20,Gravel Explorer,2200,16,35200
2023-07-20,Roadster GT,2900,13,37700
2023-07-20,Carbon Storm,5000,6,30000
2023-07-20,Titanium Falcon,7500,5,37500
2023-07-20,Speedster Elite,9900,6,59400
2023-07-21,Commuter Swift,495,28,13860
2023-07-21,Urban Rider,350,23,8050
2023-07-21,City Cruiser,400,57,22800
2023-07-21,Mountain Trail Pro,1250,10,12500
2023-07-21,Gravel Explorer,2200,17,37400
2023-07-21,Roadster GT,2900,11,31900
2023-07-21,Carbon Storm,5000,5,25000
2023-07-21,Titanium Falcon,7500,4,30000
2023-07-21,Speedster Elite,9900,7,69300
2023-07-22,Commuter Swift,495,23,11385
2023-07-22,Urban Rider,350,26,9100
2023-07-22,City Cruiser,400,64,25600
2023-07-22,Mountain Trail Pro,1250,14,17500
2023-07-22,Gravel Explorer,2200,21,46200
2023-07-22,Roadster GT,2900,13,37700
2023-07-22,Carbon Storm,5000,5,25000
2023-07-22,Titanium Falcon,7500,5,37500
2023-07-22,Speedster Elite,9900,7,69300
2023-07-23,Commuter Swift,495,28,13860
2023-07-23,Urban Rider,350,24,8400
2023-07-23,City Cruiser,400,57,22800
2023-07-23,Mountain Trail Pro,1250,12,15000
2023-07-23,Gravel Explorer,2200,20,44000
2023-07-23,Roadster GT,2900,12,34800
2023-07-23,Carbon Storm,5000,6,30000
2023-07-23,Titanium Falcon,7500,6,45000
2023-07-23,Speedster Elite,9900,7,69300
2023-07-24,Commuter Swift,495,25,12375
2023-07-24,Urban Rider,350,27,9450
2023-07-24,City Cruiser,400,57,22800
2023-07-24,Mountain Trail Pro,1250,14,17500
2023-07-24,Gravel Explorer,2200,20,44000
2023-07-24,Roadster GT,2900,10,29000
2023-07-24,Carbon Storm,5000,5,25000
2023-07-24,Titanium Falcon,7500,6,45000
2023-07-24,Speedster Elite,9900,6,59400
2023-07-25,Commuter Swift,495,25,12375
2023-07-25,Urban Rider,350,18,6300
2023-07-25,City Cruiser,400,63,25200
2023-07-25,Mountain Trail Pro,1250,12,15000
2023-07-25,Gravel Explorer,2200,19,41800
2023-07-25,Roadster GT,2900,13,37700
2023-07-25,Carbon Storm,5000,4,20000
2023-07-25,Titanium Falcon,7500,5,37500
2023-07-25,Speedster Elite,9900,7,69300
2023-07-26,Commuter Swift,495,24,11880
2023-07-26,Urban Rider,350,21,7350
2023-07-26,City Cruiser,400,62,24800
2023-07-26,Mountain Trail Pro,1250,15,18750
2023-07-26,Gravel Explorer,2200,19,41800
2023-07-26,Roadster GT,2900,12,34800
2023-07-26,Carbon Storm,5000,5,25000
2023-07-26,Titanium Falcon,7500,5,37500
2023-07-26,Speedster Elite,9900,8,79200
2023-07-27,Commuter Swift,495,28,13860
2023-07-27,Urban Rider,350,27,9450
2023-07-27,City Cruiser,400,59,23600
2023-07-27,Mountain Trail Pro,1250,11,13750
2023-07-27,Gravel Explorer,2200,19,41800
2023-07-27,Roadster GT,2900,13,37700
2023-07-27,Carbon Storm,5000,5,25000
2023-07-27,Titanium Falcon,7500,4,30000
2023-07-27,Speedster Elite,9900,8,79200
2023-07-28,Commuter Swift,495,32,15840
2023-07-28,Urban Rider,350,28,9800
2023-07-28,City Cruiser,400,65,26000
2023-07-28,Mountain Trail Pro,1250,13,16250
2023-07-28,Gravel Explorer,2200,18,39600
2023-07-28,Roadster GT,2900,14,40600
2023-07-28,Carbon Storm,5000,4,20000
2023-07-28,Titanium Falcon,7500,6,45000
